GAME_DATE_EST	TEAM_ID_home	PTS_home	FG_PCT_home	FT_PCT_home	FG3_PCT_home	AST_home	REB_home	HOME_TEAM_WINS	SEQ_NUMBER
30/12/2011	1610612749	102.0	0.534	0.64	0.4	26.0	50.0	1	53449102064026501
30/12/2011	1610612742	99.0	0.444	0.737	0.28	21.0	40.0	1	44442099073721401
30/12/2011	1610612762	102.0	0.443	0.788	0.375	17.0	41.0	1	44362102078817411
30/12/2011	1610612746	101.0	0.513	0.6	0.467	26.0	31.0	0	51346101060026310
29/12/2011	1610612753	94.0	0.444	0.52	0.429	25.0	46.0	1	44453094052025461
29/12/2011	1610612745	105.0	0.506	0.769	0.346	21.0	46.0	1	50645105076921461
29/12/2011	1610612760	104.0	0.587	0.75	0.429	19.0	38.0	1	58760104075019381
29/12/2011	1610612758	98.0	0.422	0.588	0.471	13.0	42.0	0	42258098058813420
29/12/2011	1610612757	111.0	0.519	0.913	0.4	20.0	50.0	1	51957111091320501
29/12/2011	1610612747	99.0	0.521	0.636	0.563	23.0	40.0	1	52147099063623401
28/12/2011	1610612761	85.0	0.456	0.538	0.4	21.0	39.0	0	45661085053821390
28/12/2011	1610612766	95.0	0.476	0.625	0.389	22.0	53.0	0	47666095062522530
28/12/2011	1610612737	101.0	0.427	0.8	0.391	21.0	45.0	1	42737101080021451
28/12/2011	1610612765	89.0	0.444	0.727	0.429	16.0	26.0	0	44465089072716260
28/12/2011	1610612763	95.0	0.391	0.758	0.125	13.0	49.0	0	39163095075813490
28/12/2011	1610612740	97.0	0.456	0.84	0.333	16.0	48.0	1	45640097084016481
28/12/2011	1610612759	115.0	0.563	1.0	0.526	27.0	43.0	1	56359115100027431
28/12/2011	1610612743	117.0	0.535	0.731	0.316	29.0	45.0	1	53543117073129451
28/12/2011	1610612756	83.0	0.413	0.833	0.182	15.0	39.0	0	41356083083315390
28/12/2011	1610612744	92.0	0.455	0.667	0.375	20.0	47.0	1	45544092066720471
27/12/2011	1610612751	70.0	0.31	0.808	0.208	9.0	36.0	0	31051070080809360
27/12/2011	1610612748	115.0	0.56	0.714	0.6	22.0	38.0	1	56048115071422381
27/12/2011	1610612749	98.0	0.426	0.8	0.125	24.0	45.0	1	42649098080024451
27/12/2011	1610612757	101.0	0.447	0.786	0.167	25.0	44.0	1	44757101078625441
27/12/2011	1610612747	96.0	0.423	0.811	0.375	17.0	46.0	1	42347096081117461
26/12/2011	1610612764	84.0	0.419	0.618	0.143	13.0	39.0	0	41964084061813390
26/12/2011	1610612766	96.0	0.442	0.762	0.211	27.0	52.0	1	44266096076227521
26/12/2011	1610612753	104.0	0.53	0.7	0.409	19.0	35.0	1	53053104070019351
26/12/2011	1610612739	96.0	0.412	0.714	0.3	21.0	37.0	0	41239096071421370
26/12/2011	1610612754	91.0	0.368	0.8	0.467	20.0	53.0	1	36854091080020531
26/12/2011	1610612750	100.0	0.448	0.731	0.136	22.0	40.0	0	44850100073122400
26/12/2011	1610612742	93.0	0.421	0.778	0.296	19.0	37.0	0	42142093077819370
26/12/2011	1610612759	95.0	0.398	0.682	0.303	23.0	37.0	1	39859095068223371
26/12/2011	1610612756	84.0	0.395	0.789	0.2	23.0	45.0	0	39556084078923450
26/12/2011	1610612758	100.0	0.467	0.6	0.5	16.0	40.0	1	46758100060016401
26/12/2011	1610612757	107.0	0.412	0.783	0.474	24.0	50.0	1	41257107078324501
26/12/2011	1610612744	99.0	0.468	0.742	0.267	22.0	36.0	1	46844099074222361
25/12/2011	1610612752	106.0	0.473	0.794	0.45	17.0	31.0	1	47352106079417311
25/12/2011	1610612742	94.0	0.378	0.767	0.321	23.0	31.0	0	37842094076723310
25/12/2011	1610612747	87.0	0.474	0.55	0.25	22.0	42.0	0	47447087055022420
25/12/2011	1610612760	97.0	0.472	0.731	0.526	21.0	43.0	1	47260097073121431
25/12/2011	1610612744	86.0	0.39	0.708	0.238	17.0	48.0	0	39044086070817480
22/12/2011	1610612737	92.0	0.407	0.889	0.154	17.0	50.0	1	40737092088917501
22/12/2011	1610612756	85.0	0.367	0.625	0.304	15.0	40.0	0	36756085062515400
21/12/2011	1610612753	104.0	0.5	0.556	0.296	27.0	38.0	1	50053104055627381
21/12/2011	1610612738	81.0	0.391	0.735	0.286	16.0	38.0	1	39138081073516381
21/12/2011	1610612752	88.0	0.337	0.606	0.267	15.0	56.0	1	33752088060615561
21/12/2011	1610612740	95.0	0.434	0.706	0.5	21.0	46.0	1	43440095070621461
21/12/2011	1610612749	84.0	0.438	0.391	0.263	24.0	39.0	0	43849084039124390
21/12/2011	1610612759	97.0	0.515	0.741	0.5	25.0	36.0	1	51559097074125361
21/12/2011	1610612762	92.0	0.413	0.714	0.313	17.0	52.0	1	41362092071417521
21/12/2011	1610612746	108.0	0.482	0.667	0.4	29.0	27.0	1	48246108066729271
20/12/2011	1610612755	101.0	0.417	0.773	0.438	20.0	55.0	1	41755101077320551
20/12/2011	1610612739	89.0	0.416	0.548	0.348	21.0	43.0	0	41639089054821430
20/12/2011	1610612741	93.0	0.506	0.8	0.2	30.0	45.0	1	50641093080030451
20/12/2011	1610612760	87.0	0.43	0.636	0.214	18.0	51.0	1	43060087063618511
20/12/2011	1610612743	127.0	0.527	0.632	0.318	33.0	55.0	1	52743127063233551
20/12/2011	1610612758	95.0	0.451	0.618	0.556	21.0	42.0	1	45158095061821421
19/12/2011	1610612766	79.0	0.355	0.741	0.333	15.0	46.0	1	35566079074115461
19/12/2011	1610612757	110.0	0.558	0.9	0.261	25.0	33.0	1	55857110090025331
19/12/2011	1610612747	95.0	0.448	0.683	0.438	22.0	41.0	0	44847095068322410
18/12/2011	1610612761	75.0	0.384	0.923	0.368	19.0	39.0	0	38461075092319390
18/12/2011	1610612748	118.0	0.587	0.885	0.412	24.0	42.0	1	58748118088524421
18/12/2011	1610612742	92.0	0.38	0.75	0.4	21.0	33.0	0	38042092075021330
17/12/2011	1610612751	83.0	0.478	0.6	0.143	19.0	46.0	0	47851083060019460
17/12/2011	1610612745	101.0	0.476	0.645	0.15	24.0	56.0	1	47645101064524561
17/12/2011	1610612750	117.0	0.474	0.824	0.625	22.0	52.0	1	47450117082422521
17/12/2011	1610612744	107.0	0.494	0.739	0.286	25.0	47.0	1	49444107073925471
16/12/2011	1610612754	86.0	0.337	0.632	0.333	11.0	46.0	0	33754086063211460
16/12/2011	1610612764	78.0	0.329	0.852	0.2	10.0	35.0	0	32964078085210350
16/12/2011	1610612765	87.0	0.377	0.657	0.316	15.0	45.0	0	37765087065715450
16/12/2011	1610612763	90.0	0.5	0.667	0.286	24.0	37.0	0	50063090066724370
12/6/2011	1610612748	95.0	0.472	0.606	0.304	20.0	39.0	0	47248095060620390
9/6/2011	1610612742	112.0	0.565	0.778	0.684	23.0	26.0	1	56542112077823261
7/6/2011	1610612742	86.0	0.397	0.8	0.211	13.0	41.0	1	39742086080013411
5/6/2011	1610612742	86.0	0.4	0.815	0.381	18.0	42.0	0	40042086081518420
2/6/2011	1610612748	93.0	0.466	0.667	0.3	13.0	30.0	0	46648093066713300
31/5/2011	1610612748	92.0	0.388	0.731	0.458	20.0	46.0	1	38848092073120461
26/5/2011	1610612741	80.0	0.358	0.714	0.318	18.0	45.0	0	35841080071418450
25/5/2011	1610612742	100.0	0.41	0.861	0.25	19.0	44.0	1	41042100086119441
24/5/2011	1610612748	101.0	0.427	0.842	0.385	12.0	41.0	1	42748101084212411
23/5/2011	1610612760	105.0	0.467	0.76	0.154	23.0	55.0	0	46760105076023550
22/5/2011	1610612748	96.0	0.507	0.862	0.333	20.0	32.0	1	50748096086220321
21/5/2011	1610612760	87.0	0.365	0.889	0.059	11.0	45.0	0	36560087088911450
19/5/2011	1610612742	100.0	0.438	0.875	0.333	18.0	37.0	0	43842100087518370
18/5/2011	1610612741	75.0	0.341	0.615	0.15	15.0	41.0	0	34141075061515410
17/5/2011	1610612742	121.0	0.534	0.944	0.391	22.0	33.0	1	53442121094422331
15/5/2011	1610612760	105.0	0.481	0.87	0.393	25.0	44.0	1	48160105087025441
15/5/2011	1610612741	103.0	0.437	0.85	0.476	23.0	45.0	1	43741103085023451
13/5/2011	1610612763	95.0	0.434	0.818	0.313	20.0	41.0	1	43463095081820411
12/5/2011	1610612737	73.0	0.365	0.72	0.091	14.0	35.0	0	36537073072014350
11/5/2011	1610612748	97.0	0.464	0.684	0.368	13.0	38.0	1	46448097068413381
11/5/2011	1610612760	99.0	0.474	0.762	0.45	22.0	50.0	1	47460099076222501
10/5/2011	1610612741	95.0	0.486	0.75	0.286	21.0	37.0	1	48641095075021371
9/5/2011	1610612738	90.0	0.429	0.862	0.313	15.0	28.0	0	42938090086215280
9/5/2011	1610612763	123.0	0.36	0.925	0.261	24.0	55.0	0	36063123092524550
8/5/2011	1610612742	122.0	0.603	0.737	0.625	32.0	40.0	1	60342122073732401
8/5/2011	1610612737	100.0	0.494	0.8	0.364	23.0	36.0	1	49437100080023361
7/5/2011	1610612763	101.0	0.378	0.682	0.3	17.0	55.0	1	37863101068217551
7/5/2011	1610612738	97.0	0.5	0.824	0.5	27.0	39.0	1	50038097082427391
6/5/2011	1610612737	82.0	0.471	0.6	0.167	18.0	34.0	0	47137082060018340
6/5/2011	1610612742	98.0	0.463	0.828	0.414	22.0	39.0	1	46342098082822391
4/5/2011	1610612741	86.0	0.393	0.833	0.227	19.0	58.0	1	39341086083319581
4/5/2011	1610612747	81.0	0.41	0.55	0.1	18.0	44.0	0	41047081055018440
3/5/2011	1610612748	102.0	0.453	0.75	0.438	15.0	44.0	1	45348102075015441
3/5/2011	1610612760	111.0	0.528	0.818	0.571	17.0	34.0	1	52860111081817341
2/5/2011	1610612741	95.0	0.446	0.813	0.444	21.0	37.0	0	44641095081321370
2/5/2011	1610612747	94.0	0.429	0.85	0.263	21.0	44.0	0	42947094085021440
1/5/2011	1610612760	101.0	0.449	0.781	0.429	16.0	42.0	0	44960101078116420
1/5/2011	1610612748	99.0	0.471	0.813	0.474	17.0	39.0	1	47148099081317391
29/4/2011	1610612763	99.0	0.521	0.733	0.111	12.0	43.0	1	52163099073312431
28/4/2011	1610612737	84.0	0.392	0.933	0.364	18.0	38.0	1	39237084093318381
28/4/2011	1610612740	80.0	0.429	0.944	0.214	20.0	30.0	0	42940080094420300
28/4/2011	1610612757	96.0	0.443	0.808	0.238	16.0	41.0	0	44357096080816410
27/4/2011	1610612748	97.0	0.4	0.84	0.4	17.0	47.0	1	40048097084017471
27/4/2011	1610612759	110.0	0.459	0.781	0.318	23.0	45.0	1	45959110078123451
27/4/2011	1610612760	100.0	0.366	0.81	0.25	16.0	51.0	1	36660100081016511
26/4/2011	1610612753	101.0	0.41	0.759	0.423	18.0	48.0	1	41053101075918481
26/4/2011	1610612741	116.0	0.482	0.815	0.452	27.0	38.0	1	48241116081527381
26/4/2011	1610612747	106.0	0.493	0.833	0.389	21.0	42.0	1	49347106083321421
25/4/2011	1610612763	104.0	0.506	0.81	0.417	22.0	39.0	1	50663104081022391
25/4/2011	1610612742	93.0	0.41	0.743	0.176	22.0	49.0	1	41042093074322491
25/4/2011	1610612743	104.0	0.386	0.705	0.474	19.0	44.0	1	38643104070519441
24/4/2011	1610612755	86.0	0.405	0.875	0.444	18.0	49.0	1	40555086087518491
24/4/2011	1610612752	89.0	0.341	0.75	0.296	19.0	42.0	0	34152089075019420
24/4/2011	1610612737	88.0	0.467	0.6	0.4	21.0	44.0	1	46737088060021441
24/4/2011	1610612740	93.0	0.446	0.852	0.286	25.0	39.0	1	44640093085225391
23/4/2011	1610612754	89.0	0.392	0.647	0.313	12.0	45.0	1	39254089064712451
23/4/2011	1610612757	84.0	0.42	0.957	0.211	13.0	34.0	1	42057084095713341
23/4/2011	1610612763	91.0	0.423	0.724	0.364	24.0	37.0	1	42363091072424371
23/4/2011	1610612743	94.0	0.372	0.667	0.261	18.0	43.0	0	37243094066718430
22/4/2011	1610612752	96.0	0.434	0.75	0.45	18.0	33.0	0	43452096075018330
22/4/2011	1610612737	88.0	0.42	0.737	0.429	20.0	38.0	1	42037088073720381
22/4/2011	1610612740	86.0	0.458	0.75	0.154	17.0	38.0	0	45840086075017380
21/4/2011	1610612754	84.0	0.379	0.944	0.1	11.0	42.0	0	37954084094411420
21/4/2011	1610612755	94.0	0.439	0.684	0.429	24.0	34.0	0	43955094068424340
21/4/2011	1610612757	97.0	0.48	0.81	0.571	18.0	37.0	1	48057097081018371
20/4/2011	1610612760	106.0	0.439	0.857	0.333	19.0	54.0	1	43960106085719541
20/4/2011	1610612759	93.0	0.438	0.688	0.412	21.0	48.0	1	43859093068821481
20/4/2011	1610612747	87.0	0.447	0.682	0.364	20.0	44.0	1	44747087068220441
19/4/2011	1610612738	96.0	0.47	0.75	0.545	21.0	37.0	1	47038096075021371
19/4/2011	1610612753	88.0	0.346	0.806	0.217	9.0	52.0	1	34653088080609521
19/4/2011	1610612742	101.0	0.487	0.731	0.421	20.0	37.0	1	48742101073120371
18/4/2011	1610612748	94.0	0.472	0.793	0.2	16.0	46.0	1	47248094079316461
18/4/2011	1610612741	96.0	0.386	0.794	0.357	15.0	57.0	1	38641096079415571
17/4/2011	1610612759	98.0	0.4	0.766	0.4	13.0	40.0	0	40059098076613400
17/4/2011	1610612747	100.0	0.459	0.788	0.462	17.0	41.0	0	45947100078817410
17/4/2011	1610612738	87.0	0.438	0.667	0.385	20.0	44.0	1	43838087066720441
17/4/2011	1610612760	107.0	0.494	0.786	0.474	15.0	37.0	1	49460107078615371
16/4/2011	1610612741	104.0	0.439	0.813	0.3	18.0	49.0	1	43941104081318491
16/4/2011	1610612748	97.0	0.419	0.795	0.235	15.0	52.0	1	41948097079515521
16/4/2011	1610612753	93.0	0.453	0.633	0.273	15.0	40.0	0	45353093063315400
16/4/2011	1610612742	89.0	0.409	0.862	0.526	14.0	39.0	1	40942089086214391
13/4/2011	1610612738	112.0	0.565	0.615	0.471	19.0	40.0	1	56538112061519401
13/4/2011	1610612766	96.0	0.5	0.813	0.3	27.0	37.0	1	50066096081327371
13/4/2011	1610612739	100.0	0.422	0.862	0.238	23.0	40.0	1	42239100086223401
13/4/2011	1610612753	92.0	0.438	0.8	0.308	17.0	55.0	1	43853092080017551
13/4/2011	1610612755	100.0	0.429	0.875	0.333	27.0	40.0	0	42955100087527400
13/4/2011	1610612761	79.0	0.438	0.647	0.125	16.0	33.0	0	43861079064716330
13/4/2011	1610612741	97.0	0.43	0.815	0.333	23.0	45.0	1	43041097081523451
13/4/2011	1610612742	121.0	0.548	0.824	0.464	32.0	42.0	1	54842121082432421
13/4/2011	1610612750	102.0	0.446	0.762	0.308	20.0	42.0	0	44650102076220420
13/4/2011	1610612760	106.0	0.477	0.778	0.4	26.0	52.0	0	47760106077826520
13/4/2011	1610612762	107.0	0.506	0.808	0.533	25.0	37.0	1	50662107080825371
13/4/2011	1610612744	110.0	0.511	0.667	0.435	33.0	41.0	1	51144110066733411
13/4/2011	1610612746	110.0	0.543	0.704	0.2	36.0	37.0	1	54346110070436371
13/4/2011	1610612756	106.0	0.402	0.828	0.421	23.0	46.0	1	40256106082823461
13/4/2011	1610612758	108.0	0.455	0.579	0.292	24.0	53.0	0	45558108057924530
12/4/2011	1610612752	90.0	0.41	0.824	0.258	19.0	33.0	0	41052090082419330
12/4/2011	1610612757	102.0	0.45	0.913	0.5	23.0	39.0	1	45057102091323391
12/4/2011	1610612747	102.0	0.456	0.893	0.263	24.0	45.0	1	45647102089324451
11/4/2011	1610612737	90.0	0.446	0.571	0.333	25.0	35.0	0	44637090057125350
11/4/2011	1610612751	103.0	0.544	0.929	0.4	23.0	29.0	0	54451103092923290
11/4/2011	1610612755	85.0	0.427	0.909	0.294	22.0	31.0	0	42755085090922310
11/4/2011	1610612764	95.0	0.4	0.781	0.4	14.0	46.0	1	40064095078114461
11/4/2011	1610612765	101.0	0.514	0.75	0.444	22.0	45.0	0	51465101075022450
11/4/2011	1610612749	93.0	0.421	0.867	0.176	20.0	45.0	1	42149093086720451
11/4/2011	1610612740	78.0	0.378	0.692	0.364	16.0	42.0	0	37840078069216420
11/4/2011	1610612745	91.0	0.365	0.813	0.296	24.0	52.0	0	36545091081324520
11/4/2011	1610612743	134.0	0.532	0.686	0.435	31.0	49.0	1	53243134068631491
11/4/2011	1610612756	135.0	0.543	0.739	0.621	40.0	35.0	1	54356135073940351
11/4/2011	1610612758	112.0	0.412	0.905	0.2	21.0	40.0	0	41258112090521400
10/4/2011	1610612753	99.0	0.432	0.81	0.5	22.0	33.0	0	43253099081022330
10/4/2011	1610612748	100.0	0.507	0.692	0.333	24.0	42.0	1	50748100069224421
10/4/2011	1610612766	101.0	0.538	0.45	0.444	29.0	29.0	0	53866101045029290
10/4/2011	1610612761	99.0	0.513	0.714	0.167	20.0	45.0	1	51361099071420451
10/4/2011	1610612763	111.0	0.603	0.727	0.417	26.0	41.0	1	60363111072726411
10/4/2011	1610612754	109.0	0.443	0.788	0.357	20.0	48.0	0	44354109078820480
10/4/2011	1610612742	115.0	0.506	0.778	0.407	29.0	51.0	1	50642115077829511
10/4/2011	1610612744	103.0	0.416	0.722	0.273	27.0	43.0	0	41644103072227430
10/4/2011	1610612747	106.0	0.469	0.821	0.467	23.0	34.0	0	46947106082123340
9/4/2011	1610612764	115.0	0.535	0.724	0.4	20.0	48.0	1	53564115072420481
9/4/2011	1610612745	99.0	0.469	0.722	0.417	29.0	58.0	1	46945099072229581
9/4/2011	1610612749	108.0	0.506	0.8	0.435	31.0	35.0	1	50649108080031351
9/4/2011	1610612759	111.0	0.577	0.677	0.4	29.0	33.0	1	57759111067729331
9/4/2011	1610612743	130.0	0.523	0.559	0.5	35.0	49.0	1	52343130055935491
8/4/2011	1610612754	114.0	0.488	0.788	0.308	23.0	49.0	1	48854114078823491
8/4/2011	1610612751	93.0	0.476	0.6	0.316	22.0	38.0	0	47651093060022380
8/4/2011	1610612755	98.0	0.48	0.742	0.273	20.0	30.0	1	48055098074220301
8/4/2011	1610612738	104.0	0.507	0.886	0.083	25.0	38.0	1	50738104088625381
8/4/2011	1610612739	82.0	0.439	0.727	0.133	14.0	39.0	0	43939082072714390
8/4/2011	1610612765	110.0	0.5	0.903	0.182	21.0	49.0	1	50065110090321491
8/4/2011	1610612748	112.0	0.565	0.886	0.333	26.0	34.0	1	56548112088626341
8/4/2011	1610612763	101.0	0.452	0.686	0.125	21.0	42.0	1	45263101068621421
8/4/2011	1610612740	109.0	0.556	0.611	0.533	31.0	37.0	1	55640109061131371
8/4/2011	1610612760	104.0	0.463	0.724	0.368	23.0	46.0	1	46360104072423461
8/4/2011	1610612742	107.0	0.506	0.607	0.267	25.0	42.0	1	50642107060725421
8/4/2011	1610612757	93.0	0.455	0.85	0.286	28.0	41.0	1	45557093085028411
7/4/2011	1610612741	97.0	0.474	0.933	0.409	21.0	44.0	1	47441097093321441
7/4/2011	1610612762	87.0	0.419	0.864	0.3	19.0	41.0	0	41962087086419410
6/4/2011	1610612766	102.0	0.464	0.9	0.545	27.0	33.0	0	46466102090027330
6/4/2011	1610612754	136.0	0.595	0.793	0.542	32.0	38.0	1	59554136079332381
6/4/2011	1610612755	92.0	0.413	0.636	0.111	20.0	49.0	0	41355092063620490
6/4/2011	1610612761	96.0	0.438	0.656	0.294	21.0	41.0	0	43861096065621410
6/4/2011	1610612765	116.0	0.551	0.906	0.143	28.0	42.0	1	55165116090628421
6/4/2011	1610612748	85.0	0.405	0.81	0.348	14.0	43.0	0	40548085081014430
6/4/2011	1610612750	98.0	0.437	0.889	0.462	20.0	38.0	0	43750098088920380
6/4/2011	1610612740	101.0	0.457	0.846	0.5	20.0	38.0	1	45740101084620381
6/4/2011	1610612760	112.0	0.432	0.862	0.263	23.0	48.0	1	43260112086223481
6/4/2011	1610612759	124.0	0.605	0.8	0.632	26.0	47.0	1	60559124080026471
6/4/2011	1610612742	96.0	0.488	0.65	0.227	20.0	45.0	0	48842096065020450
6/4/2011	1610612744	95.0	0.387	0.842	0.28	23.0	50.0	1	38744095084223501
5/4/2011	1610612737	90.0	0.486	0.85	0.231	17.0	25.0	0	48637090085017250
5/4/2011	1610612739	99.0	0.451	0.85	0.333	24.0	43.0	1	45139099085024431
5/4/2011	1610612751	107.0	0.472	0.7	0.45	31.0	37.0	1	47251107070031371
5/4/2011	1610612753	78.0	0.388	0.667	0.095	12.0	49.0	1	38853078066712491
5/4/2011	1610612764	107.0	0.494	0.8	0.3	21.0	40.0	1	49464107080021401
5/4/2011	1610612738	99.0	0.526	0.789	0.4	29.0	37.0	1	52638099078929371
5/4/2011	1610612752	131.0	0.577	0.765	0.556	31.0	34.0	1	57752131076531341
5/4/2011	1610612741	97.0	0.462	0.708	0.421	28.0	41.0	1	46241097070828411
5/4/2011	1610612763	81.0	0.395	0.667	0.111	11.0	47.0	0	39563081066711470
5/4/2011	1610612745	101.0	0.426	0.667	0.28	24.0	43.0	0	42645101066724430
5/4/2011	1610612743	94.0	0.439	0.654	0.417	17.0	41.0	0	43943094065417410
5/4/2011	1610612757	87.0	0.41	0.889	0.143	19.0	40.0	0	41057087088919400
5/4/2011	1610612747	85.0	0.378	0.76	0.2	19.0	49.0	0	37847085076019490
3/4/2011	1610612759	114.0	0.483	0.722	0.517	28.0	51.0	1	48359114072228511
3/4/2011	1610612747	90.0	0.429	0.7	0.222	20.0	45.0	0	42947090070020450
3/4/2011	1610612738	101.0	0.641	0.706	0.636	30.0	37.0	1	64138101070630371
3/4/2011	1610612766	91.0	0.43	0.905	0.5	26.0	39.0	0	43066091090526390
3/4/2011	1610612751	94.0	0.4	0.72	0.286	22.0	30.0	0	40051094072022300
3/4/2011	1610612752	123.0	0.482	0.939	0.417	23.0	36.0	1	48252123093923361
3/4/2011	1610612761	102.0	0.506	0.773	0.5	24.0	48.0	1	50661102077324481
3/4/2011	1610612758	106.0	0.519	0.818	0.4	29.0	39.0	1	51958106081829391
3/4/2011	1610612745	114.0	0.573	0.862	0.2	24.0	35.0	1	57345114086224351
3/4/2011	1610612740	108.0	0.512	0.792	0.333	20.0	48.0	1	51240108079220481
3/4/2011	1610612757	104.0	0.534	0.84	0.333	20.0	32.0	1	53457104084020321
2/4/2011	1610612741	113.0	0.482	0.929	0.385	24.0	43.0	1	48241113092924431
2/4/2011	1610612763	106.0	0.511	0.692	0.417	23.0	44.0	1	51163106069223441
2/4/2011	1610612749	93.0	0.486	0.75	0.333	18.0	45.0	1	48649093075018451
2/4/2011	1610612744	99.0	0.449	0.917	0.333	22.0	43.0	1	44944099091722431
2/4/2011	1610612746	98.0	0.446	0.711	0.385	17.0	47.0	1	44646098071117471
1/4/2011	1610612754	89.0	0.462	0.737	0.273	16.0	47.0	1	46254089073716471
1/4/2011	1610612753	89.0	0.423	0.833	0.31	18.0	37.0	1	42353089083318371
1/4/2011	1610612755	115.0	0.563	0.864	0.429	25.0	43.0	1	56355115086425431
1/4/2011	1610612764	115.0	0.489	0.594	0.5	18.0	56.0	1	48964115059418561
1/4/2011	1610612765	96.0	0.52	0.714	0.333	21.0	37.0	0	52065096071421370
1/4/2011	1610612737	88.0	0.367	0.867	0.25	14.0	52.0	1	36737088086714521
1/4/2011	1610612750	92.0	0.42	0.737	0.435	16.0	31.0	0	42050092073716310
1/4/2011	1610612740	81.0	0.449	0.833	0.308	24.0	26.0	0	44940081083324260
1/4/2011	1610612745	119.0	0.447	0.897	0.391	24.0	45.0	1	44745119089724451
1/4/2011	1610612756	111.0	0.519	0.727	0.357	22.0	40.0	1	51956111072722401
1/4/2011	1610612757	98.0	0.43	0.926	0.294	24.0	35.0	1	43057098092624351
1/4/2011	1610612758	90.0	0.398	0.647	0.095	19.0	41.0	0	39858090064719410
1/4/2011	1610612762	85.0	0.415	0.833	0.2	15.0	44.0	0	41562085083315440
31/3/2011	1610612759	97.0	0.433	0.786	0.276	21.0	43.0	0	43359097078621430
31/3/2011	1610612747	110.0	0.447	0.718	0.375	23.0	52.0	1	44747110071823521
30/3/2011	1610612737	85.0	0.471	0.867	0.4	21.0	42.0	1	47137085086721421
30/3/2011	1610612766	98.0	0.56	0.706	0.25	33.0	32.0	1	56066098070633321
30/3/2011	1610612754	111.0	0.477	0.92	0.24	20.0	42.0	1	47754111092020421
30/3/2011	1610612755	108.0	0.541	0.917	0.385	30.0	41.0	1	54155108091730411
30/3/2011	1610612761	98.0	0.513	0.938	0.385	22.0	34.0	0	51361098093822340
30/3/2011	1610612764	107.0	0.494	0.71	0.563	15.0	35.0	0	49464107071015350
30/3/2011	1610612752	120.0	0.5	0.808	0.304	24.0	39.0	1	50052120080824391
30/3/2011	1610612763	110.0	0.565	0.632	0.5	28.0	44.0	1	56563110063228441
30/3/2011	1610612750	91.0	0.412	0.762	0.294	12.0	34.0	0	41250091076212340
30/3/2011	1610612740	95.0	0.466	0.759	0.333	17.0	35.0	1	46640095075917351
30/3/2011	1610612743	104.0	0.469	0.688	0.273	21.0	43.0	1	46943104068821431
30/3/2011	1610612756	98.0	0.45	0.759	0.286	18.0	37.0	0	45056098075918370
30/3/2011	1610612746	100.0	0.467	0.806	0.208	22.0	47.0	0	46746100080622470
29/3/2011	1610612739	102.0	0.556	0.657	0.529	25.0	44.0	1	55639102065725441
29/3/2011	1610612751	87.0	0.416	0.7	0.375	20.0	42.0	0	41651087070020420
29/3/2011	1610612760	115.0	0.455	0.848	0.333	24.0	52.0	1	45560115084824521
29/3/2011	1610612758	116.0	0.533	0.55	0.45	31.0	50.0	1	53358116055031501
28/3/2011	1610612766	87.0	0.485	0.692	0.273	25.0	37.0	1	48566087069225371
28/3/2011	1610612754	107.0	0.545	0.773	0.4	18.0	36.0	1	54554107077318361
28/3/2011	1610612752	113.0	0.432	0.756	0.343	16.0	43.0	1	43252113075616431
28/3/2011	1610612741	85.0	0.413	0.6	0.111	18.0	42.0	0	41341085060018420
28/3/2011	1610612759	92.0	0.481	0.5	0.24	16.0	37.0	0	48159092050016370
28/3/2011	1610612762	95.0	0.419	0.476	0.292	23.0	53.0	0	41962095047623530
27/3/2011	1610612755	111.0	0.44	0.722	0.357	22.0	36.0	0	44055111072222360
27/3/2011	1610612739	83.0	0.368	0.7	0.25	16.0	48.0	0	36839083070016480
27/3/2011	1610612748	125.0	0.5	0.824	0.294	16.0	48.0	1	50048125082416481
27/3/2011	1610612763	111.0	0.545	0.7	0.429	19.0	40.0	1	54563111070019401
27/3/2011	1610612750	82.0	0.375	0.652	0.412	16.0	49.0	0	37550082065216490
27/3/2011	1610612760	99.0	0.427	0.897	0.375	13.0	42.0	1	42760099089713421
27/3/2011	1610612744	114.0	0.474	0.684	0.458	26.0	44.0	1	47444114068426441
27/3/2011	1610612747	102.0	0.482	0.81	0.176	21.0	44.0	1	48247102081021441
27/3/2011	1610612756	83.0	0.425	0.609	0.063	22.0	46.0	0	42556083060922460
26/3/2011	1610612737	98.0	0.5	0.727	0.222	23.0	40.0	1	50037098072723401
26/3/2011	1610612766	114.0	0.473	0.821	0.278	23.0	46.0	1	47366114082123461
26/3/2011	1610612765	100.0	0.513	0.667	0.571	23.0	39.0	1	51365100066723391
26/3/2011	1610612749	87.0	0.392	0.905	0.429	17.0	37.0	0	39249087090517370
26/3/2011	1610612762	77.0	0.421	0.588	0.25	18.0	31.0	0	42162077058818310
26/3/2011	1610612746	94.0	0.464	0.652	0.111	22.0	51.0	1	46446094065222511
25/3/2011	1610612754	93.0	0.352	0.833	0.16	15.0	52.0	0	35254093083315520
25/3/2011	1610612753	95.0	0.507	0.435	0.407	24.0	34.0	1	50753095043524341
25/3/2011	1610612738	81.0	0.408	0.769	0.2	15.0	37.0	0	40838081076915370
25/3/2011	1610612739	97.0	0.463	0.75	0.333	21.0	51.0	1	46339097075021511
25/3/2011	1610612748	111.0	0.494	0.786	0.35	22.0	49.0	1	49448111078622491
